FMID,Credit,WIC,WICcash,SFMNP,SNAP
1011137,Y,,,,Y
1000462,Y,,,,Y
1004821,,,,,
1005450,,,,,
1004685,,,,,
1016820,Y,,,,
1018292,Y,,,,
1011068,Y,,,,
1006822,,,,,
1011227,Y,Y,Y,Y,Y
1002965,,,,,
1008909,Y,Y,Y,Y,Y
1002180,,,,,
1006236,,Y,Y,Y,
1006229,,,,,
1011233,Y,Y,,Y,Y
1010625,Y,Y,Y,Y,Y
1007734,,,,,
1001363,,,,,
1001672,Y,,,,
1018922,Y,Y,Y,Y,
1004599,,Y,,Y,
1016839,Y,Y,Y,Y,Y
1011800,Y,Y,Y,Y,Y
1007005,,,,,
1005930,,,,,
1004752,Y,Y,,Y,
1003502,Y,,,,Y
1009521,Y,,,,
1006904,,,,,
1005394,,,,,
1004920,,,,,
1000477,,,,,
1006215,,Y,,Y,
1009216,Y,,,,
1019177,Y,,,,Y
1019175,Y,,,,Y
1019176,Y,,,,
1000612,Y,,,,
1002383,Y,,,,Y
1007110,,,,,
1019435,Y,,,,
1001191,Y,Y,,,
1008811,Y,,,,
1001190,,,,,
1001651,Y,Y,,Y,Y
1002092,Y,Y,,Y,Y
1003144,,,,,
1003767,,,,,
1001335,,Y,Y,Y,Y
1002012,,,,,
1005922,,,,,
1018518,Y,Y,,Y,Y
1011538,Y,Y,,Y,Y
1007279,,Y,,Y,
1009317,Y,,,,
1012442,Y,Y,,Y,Y
1003349,,,,,
1007338,Y,,,,Y
1003327,,,,Y,
1005401,,,,,
1006996,,,,,
1000628,Y,Y,,Y,
1007656,,,,,
1007012,,,,,
1005570,,,,,
1006188,Y,,,,
1018546,Y,Y,Y,,
1006381,,,,,Y
1011672,Y,Y,,Y,Y
1006501,Y,Y,,Y,Y
1001855,Y,,,,
1000481,Y,Y,,Y,
1002419,,,,,
1001120,,,,,
1005504,,,,,
1011745,Y,,,,
1000117,,,,,
1002705,,Y,,Y,
1012249,Y,,,,
1007751,,,,,
1001636,,,,,
1005201,Y,Y,Y,,
1012046,Y,Y,,Y,Y
1011334,Y,Y,,Y,Y
1019360,Y,,,,Y
1011658,Y,,,,
1003163,,,,,
1004168,Y,Y,,Y,Y
1002623,,,,,
1000740,,,,,
1009243,Y,,,,
1002229,,Y,,Y,
1002230,,Y,,Y,
1001166,,,,,
1006053,,,,,
1006539,Y,,Y,Y,Y
1018587,Y,Y,,Y,
1002777,,,,,
1002778,,,,,
1008858,Y,,,,
1004569,,,,,
1004348,,,,,
1018407,Y,,,Y,
1009185,Y,,,,
1004052,Y,,,,
1011624,Y,Y,Y,Y,Y
1004406,Y,,,,
1005528,Y,Y,,Y,Y
1007118,,,,,
1011119,Y,,,Y,Y
1001102,Y,,,,Y
1001106,,Y,,Y,
1004199,,,,,
1006837,Y,Y,Y,Y,Y
1018423,Y,,,,
1002207,,,,,
1006434,,,,,
1004710,,,,,
1000367,,,,,
1018147,Y,Y,,Y,
1008960,Y,,,,
1011247,Y,Y,,Y,
1001258,Y,,,,
1008614,,,,,
1000120,,,,,
1001819,,,,,Y
1009332,Y,,,,
1005066,,,,,
1009394,Y,,,,
1004786,,Y,,Y,
1005791,,,,,
1000782,Y,Y,Y,Y,Y
1006625,Y,,,,Y
1008513,Y,,,,Y
1005172,Y,Y,Y,Y,
1006717,,,,,
1019501,Y,Y,,,
1007237,,,,Y,
1002605,,,,,
1006094,,,,,
1009379,Y,,,,
1009779,Y,,,Y,Y
1009780,Y,,,Y,Y
1005256,Y,,,Y,Y
1012216,Y,,,,Y
1002935,,,,,
1004567,Y,Y,Y,Y,Y
1001942,,,,,Y
1001537,,,,,
1005657,,Y,,Y,Y
1001534,Y,,,,
1003510,,,,,
1004941,,,,,
1003486,,,,,
1007523,,,,,
1004420,,,,,
1008221,Y,,,,Y
1012225,Y,Y,,Y,Y
1005105,,,,,
1018632,Y,,,,Y
1008604,,,,,Y
1018386,Y,Y,Y,Y,Y
1004114,,,,,
1007470,,,,,
1010154,Y,,,,
1004744,,,,,
1001913,,,,,
1001013,,,,,
1000461,,,,,
1008350,Y,,,,
1009381,Y,,,,
1005022,,Y,,Y,
1003980,Y,Y,,Y,Y
1018217,Y,Y,,Y,Y
1018998,Y,Y,,Y,
1012348,Y,,,,
1003136,Y,Y,,Y,Y
1003070,,,,,
1004120,,,,,
1005257,Y,,,Y,Y
1001676,,Y,,Y,
1011486,Y,,,,
1019111,Y,,,,
1004368,Y,,,Y,
1010286,Y,,Y,Y,
1018310,Y,Y,Y,Y,
1000334,,Y,,,
1010120,Y,,,,
1007821,,,,,
1005218,Y,Y,Y,,Y
1003384,,,,,
1016799,Y,Y,Y,Y,Y
1003274,,,,,
1018405,Y,Y,Y,Y,Y
1001878,Y,Y,Y,Y,Y
1008288,Y,Y,Y,Y,Y
1008913,Y,Y,Y,Y,Y
1011123,Y,,,,
1018295,Y,Y,,Y,Y
1010711,Y,,,,
1019472,Y,Y,,Y,Y
1001511,Y,,,,
1007283,,,,,
1003320,,,,,
1010360,Y,,,,Y
1012838,Y,,,,
1012781,Y,Y,,Y,
1005012,,,,,
1005856,,,,,
1003238,Y,,,,
1002008,Y,Y,Y,Y,Y
1009452,Y,,,,
1004876,Y,Y,Y,Y,Y
1012241,Y,,,,
1000366,,,,,
1005906,Y,Y,Y,Y,Y
1005932,Y,,,Y,
1006506,,,,,
1008856,,,,Y,
1002235,Y,Y,,,
1006172,,,,,
1018887,Y,,,,
1019058,Y,Y,,,Y
1008040,Y,,,,
1009002,Y,,,,
1003927,Y,Y,Y,Y,
1005368,,Y,Y,Y,
1004210,,,,,
1019482,Y,Y,Y,Y,
1009220,Y,,,,
1003854,,,,,
1007652,,,,,
1018746,Y,,Y,,Y
1005075,,,,,
1011772,Y,,,,
1019368,Y,,,,
1005816,Y,Y,,Y,
1012031,Y,Y,Y,Y,Y
1002182,,,,,
1003902,,,,,
1001304,,,,,
1006375,,,,,
1019022,Y,,Y,,Y
1000110,,,,,
1000188,Y,,,,
1019185,Y,,,,Y
1000603,Y,,,,
1007520,,,,,
1011972,Y,Y,Y,Y,Y
1002384,,,,,
1008790,Y,Y,Y,Y,
1005531,,,,,
1000616,,,,,
1008160,Y,,,,Y
1005150,Y,,,,
1000242,,,,,
1000508,,,,,
1011983,Y,,,,
1005638,,,,,
1012189,Y,,,,
1019189,Y,Y,,,Y
1018108,Y,,,,Y
1008834,Y,,,,
1008794,Y,,,,
1009156,Y,,,,
1008339,Y,Y,Y,Y,Y
1007818,,,,,
1000939,,,,,
1011053,Y,Y,,Y,Y
1002192,,,,Y,
1001431,,,,Y,
1007488,,,,,
1000490,,,,,
1007068,,,,,
1005770,,,,,
1010866,Y,,,,Y
1012222,Y,,,,Y
1004100,,,,,
1012279,Y,,,,Y
1005121,Y,,,,
1004007,,Y,,Y,
1012539,Y,Y,,,Y
1002929,Y,Y,Y,Y,Y
1012229,Y,,,,Y
1001898,,,,,
1005369,,,,,
1008618,Y,,,,
1005165,,,,,
1008681,Y,Y,Y,Y,Y
1011347,Y,Y,,,Y
1007848,,,,,
1003543,,,,,
1012047,Y,,,,
1003709,,,,,
1018591,Y,Y,Y,Y,Y
1001175,,,,,
1018976,Y,,,,Y
1011139,Y,,,,
1009263,Y,,,,
1001031,,,,,
1006178,,Y,,,
1006179,,Y,,Y,
1001281,Y,,,,
1008003,,Y,,,
1002732,,,,,
1008682,Y,Y,Y,Y,Y
1008683,Y,Y,Y,Y,Y
1006137,,,,,
1000816,Y,,,,
1005642,Y,Y,Y,Y,Y
1003199,Y,,,,
1001506,,,,,
1003658,,,,,
1007533,,,,,
1019300,Y,,,,
1002433,,,Y,,
1001899,Y,,,Y,Y
1006589,,Y,,Y,Y
1003546,,,,,
1010736,Y,,,,
1018258,Y,Y,,Y,
1006704,,,,,
1000637,,,,,
1005763,,,,,
1009264,Y,,,,
1005426,,,,,
1000526,,,,,
1009851,Y,Y,,,Y
1005494,,,,,
1018720,Y,,,,
1004378,,,,,
1006370,,,Y,Y,Y
1007042,,,,,
1004883,,,,,
1009469,Y,,,,
1019487,Y,,,,Y
1002789,,,,,
1010969,Y,Y,Y,Y,Y
1001777,,,,,
1005549,,Y,,Y,Y
1009988,Y,Y,Y,Y,Y
1019490,Y,,,,
1010639,Y,,,,
1010016,,,,,
1004014,Y,Y,,,Y
1007753,,,,,
1011038,Y,,,Y,
1008713,Y,,,,Y
1010296,Y,,,,
1000114,,,,,
1006615,,,,,
1003535,,,,,
1006713,,Y,Y,Y,
1001490,,Y,,Y,
1001491,,Y,,Y,
1010028,Y,Y,,,Y
1000013,Y,Y,,Y,Y
1018908,Y,,,Y,Y
1002730,,,,,
1007723,,,,,
1017913,Y,,,,
1009546,Y,,,,
1009396,Y,,,,
1010314,Y,,,,
1000421,,,,,
1011657,Y,Y,,Y,
1003370,,,,,
1017932,Y,Y,,Y,Y
1010290,Y,Y,,Y,Y
1003443,,,,,
1018406,Y,Y,,Y,Y
1011791,Y,,,,Y
1000418,,,,,
1003542,,,,,
1011162,Y,,,Y,Y
1005128,Y,Y,Y,Y,
1001915,,,,,
1006189,,Y,Y,Y,Y
1008246,,,,,
1001028,,,,,
1002223,,,,,
1007232,,,,,
1002905,Y,,,,
1018932,Y,Y,,Y,Y
1001578,,Y,Y,Y,
1012668,Y,Y,Y,Y,Y
1004332,,,,,
1003903,Y,Y,,,
1004575,Y,,,,
1001504,,,,,
1011302,Y,,,,
1011225,Y,,,,
1011765,Y,,,,
1011470,Y,Y,,Y,Y
1008841,Y,,,,Y
1004417,,Y,,Y,
1001476,,,,,
1002638,,,,,
1004018,Y,Y,,Y,
1011306,Y,,,,
1018093,Y,,,,
1007050,,,,,
1007460,,,,,
1000484,,,,,
1001767,,,,,
1019464,Y,,,,
1018659,Y,Y,,Y,Y
1004021,,,,,
1006949,,,,,
1004632,,,,Y,
1003811,,Y,,Y,
1007755,,,,,
1003677,Y,,,,
1011837,Y,Y,Y,Y,Y
1004035,,,,,
1001033,,,,,
1018357,Y,Y,,Y,Y
1009480,Y,,,,
1012094,Y,,,,Y
1004044,Y,Y,,Y,Y
1004825,,,,,
1005279,Y,Y,Y,Y,
1001109,,,,,
1008810,,,,,
1008562,Y,,,,
1002813,,,,,
1019137,Y,,Y,Y,
1007074,,,,,
1010397,Y,,,Y,
1000021,Y,,,,
1006858,Y,,,,
1012515,Y,,,,
1006119,Y,Y,Y,Y,
1010278,Y,,,,
1000946,Y,,,,
1007078,,,,,
1008837,Y,Y,,,Y
1010185,,Y,,,Y
1011076,Y,Y,,Y,Y
1007443,,,,,
1002020,,,,,
1006374,,Y,Y,Y,
1002771,,,,,
1002369,,,,,
1007757,,,,,
1002136,,,,,
1004672,,,,,
1019191,Y,,,,
1003095,,,,,
1007461,,,,,
1012396,Y,Y,,Y,
1006111,,,,,
1018174,Y,,,,Y
1006072,,,,,
1012022,Y,,,,
1000204,Y,,Y,Y,
1007156,,,,,
1012187,Y,Y,,Y,Y
1012786,Y,,,,Y
1003835,Y,Y,Y,Y,Y
1004542,,,,,
1011159,Y,,,,
1000673,Y,Y,,,Y
1002856,Y,,,,
1005633,,Y,,Y,
1007758,,,,,
1007483,,,,,
1006681,Y,Y,,Y,
1004289,Y,,,,Y
1011258,Y,Y,,,
1007613,,,,,
1009827,Y,Y,,Y,Y
1011712,Y,,,,Y
1011713,Y,,,,Y
1012141,Y,,,,Y
1009658,Y,,,Y,Y
1009951,Y,,,Y,
1012523,Y,Y,Y,Y,Y
1012398,Y,Y,,Y,Y
1012007,Y,,,Y,Y
1003182,,Y,,Y,
1005761,,,,,
1004478,,Y,Y,,
1000716,Y,,,,
1010485,Y,,,,
1018743,Y,Y,Y,Y,Y
1006937,,,,,
1000792,,,,,
1001709,Y,Y,,Y,Y
1007115,,,,,
1007116,,,,,
1004657,,,,,
1002983,,,,,
1010571,Y,,,,Y
1010287,,,,,
1018575,Y,Y,Y,Y,Y
1011440,Y,Y,,,Y
1002333,,,,Y,Y
1018441,Y,Y,,,Y
1018486,Y,Y,,,
1006113,,Y,Y,Y,
1002191,Y,Y,,Y,
1001528,Y,,,,Y
1001158,,,,,
1005392,,Y,Y,Y,
1007409,,,,,
1007759,,,,,
1019239,Y,,,,
1008219,Y,Y,,Y,Y
1006416,Y,,,,Y
1002885,Y,,,,
1008195,,Y,,,Y
1000800,,,,,
1005169,Y,Y,Y,Y,Y
1005170,Y,Y,Y,,
1012663,Y,Y,Y,Y,Y
1012417,Y,,,,Y
1000688,,Y,,,
1010582,Y,Y,,Y,Y
1004490,,,,,
1001605,,,,,
1006222,,,,,
1000364,,,,,
1011483,Y,Y,,Y,Y
1003490,Y,Y,,Y,Y
1016862,Y,,,Y,Y
1008292,,Y,Y,Y,Y
1005091,,,,,
1009077,Y,Y,,Y,Y
1018939,Y,Y,,Y,Y
1010714,Y,,,,
1003604,Y,,,,
1003461,Y,,,,
1005623,,,,,
1010037,Y,Y,Y,Y,Y
1008268,Y,,,,Y
1011562,Y,,,,
1003127,,,,,
1010788,Y,,,,
1018368,Y,Y,,Y,Y
1002307,,Y,,Y,
1009472,Y,,,,
1001115,Y,,,,
1009191,Y,,,,
1018842,Y,Y,,,Y
1001104,Y,,,Y,
1011250,Y,,,,
1002455,,,,,
1001458,,,,,
1007398,,,,,
1009871,Y,,,,
1006547,,Y,,Y,Y
1001243,,,,,
1008812,Y,Y,Y,Y,
1000610,,,,,
1002430,,,,,
1002431,,,,,
1001392,,,,,
1009081,Y,,,,Y
1010201,,Y,,Y,Y
1008128,Y,,,,
1003889,Y,Y,Y,Y,
1006938,Y,,,Y,
1011104,Y,,,,Y
1011267,Y,,,,Y
1012314,Y,Y,,,Y
1006043,,Y,,Y,Y
1002882,,,,,
1004396,Y,Y,,Y,
1006533,,,,,
1018209,Y,Y,,Y,Y
1006830,,,,,
1007355,Y,Y,Y,Y,
1010452,,,,,Y
1012779,Y,,Y,,Y
1005736,,,,,
1004563,,,,,
1004564,,,,,
1012420,Y,,,,
1002537,Y,Y,,,Y
1004297,,,,,
1004492,Y,,,,
1000493,Y,Y,,Y,
1008515,Y,,,,
1004469,,,,,
1004491,,,,,
1007337,,Y,,Y,
1006263,Y,,,,
1004227,,,,,
1002898,,,,,
1018337,Y,,,,
1018862,Y,,,,Y
1018863,Y,,,,Y
1004509,,,,,
1002538,,,,,
1011900,Y,Y,Y,Y,Y
1003060,,,,,
1008852,Y,,,,Y
1004561,Y,,,,
1019432,Y,,,,
1011901,Y,Y,Y,Y,Y
1001930,,,,,
1006269,Y,Y,Y,Y,Y
1019507,Y,,,,Y
1002376,,,,,
1000647,,Y,Y,Y,
1010172,,,,,
1006304,Y,,,,
1004450,,,,,
1005157,,,,,
1007189,,,,,
1007031,,,,,
1003822,Y,Y,,Y,Y
1005384,,,,,
1003159,Y,,,,
1011674,Y,Y,Y,Y,Y
1002743,Y,Y,,Y,Y
1001592,Y,,Y,Y,
1004869,,,,,
1000854,,,,,
1019480,Y,Y,,Y,Y
1005814,,,,,
1004781,,Y,,Y,
1007434,,,,,
1018573,Y,,,Y,
1018314,Y,Y,,Y,
1018317,Y,Y,,Y,
1012640,Y,Y,,Y,Y
1002744,Y,Y,,Y,Y
1006775,,,,Y,
1006199,,,,,
1002796,Y,Y,Y,Y,Y
1001703,,Y,Y,Y,Y
1012560,Y,,Y,,Y
1002844,Y,Y,Y,Y,Y
1002845,Y,Y,Y,Y,Y
1010263,,,,,
1004968,,,,,
1002432,,,,,
1009670,Y,,,Y,
1011412,Y,,,,Y
1012166,Y,,,,Y
1004481,,,,,
1007490,,,,,
1010685,Y,Y,Y,,
1009033,Y,,,,
1003472,Y,Y,,Y,Y
1009872,Y,,,Y,Y
1012798,Y,Y,,Y,Y
1001008,,,,,
1007853,,,,,
1001891,,,,,
1005501,,,,,
1011000,Y,,,Y,Y
1010410,Y,Y,,,
1018926,Y,,,,Y
1001206,Y,,,,Y
1012078,Y,Y,Y,Y,Y
1005559,,Y,,,
1008622,Y,,,,
1002807,,,,,
1011039,Y,,,Y,
1007236,,,,,
1010025,Y,,Y,Y,
1005499,,,,,
1004494,Y,Y,,Y,Y
1012274,Y,Y,,Y,Y
1006205,,Y,Y,Y,
1000535,,,,,
1004304,Y,,,,
1018991,Y,Y,Y,Y,Y
1005584,Y,,,,Y
1005044,,,,,
1009366,Y,,,,
1005895,,,,,
1001338,,,,,
1001340,,,,,
1001341,,,,,
1004717,Y,,,Y,Y
1018995,Y,Y,Y,Y,Y
1005649,,Y,Y,Y,
1000073,Y,Y,Y,Y,Y
1002673,Y,Y,Y,Y,Y
1010276,,,,,
1012161,Y,Y,,Y,Y
1004370,,,,,
1008623,Y,,,,
1005390,Y,Y,Y,Y,Y
1006701,,,,,Y
1002989,,,,,
1000585,Y,Y,Y,Y,
1001006,Y,,,,
1002249,,,,,
1001736,,,,,
1005020,,,,,
1003857,,,,,
1011869,Y,Y,Y,Y,Y
1002745,Y,Y,,Y,Y
1008624,Y,,,,
1011858,Y,,,,Y
1001844,Y,Y,,Y,Y
1010474,Y,Y,,Y,
1010822,Y,,,,
1007549,,,,,
1008744,,Y,,Y,
1009318,Y,,,,
1009549,Y,,,,
1006492,,,,,
1002818,Y,,Y,Y,
1008464,Y,Y,,,Y
1009324,Y,,,,
1005391,,,,,
1011288,Y,Y,,Y,
1010072,Y,,,,
1001637,,,,,
1008110,Y,Y,Y,Y,Y
1006209,,Y,,Y,
1012461,Y,Y,Y,Y,
1009673,Y,Y,,Y,Y
1009052,Y,Y,,Y,Y
1000428,Y,,,,
1005092,Y,Y,,Y,Y
1005273,Y,,Y,,
1003251,Y,Y,,Y,Y
1006160,,,,,
1002681,,,,,
1002680,,,,,
1002533,Y,,Y,Y,
1008203,Y,Y,Y,Y,
1010316,Y,,,,Y
1000050,Y,,,,Y
1012725,Y,Y,Y,Y,
1018924,Y,,,,Y
1004283,Y,,,,
1018931,Y,Y,,Y,Y
1009969,Y,,,,
1009024,,,,,
1010048,Y,,,Y,
1002615,Y,,,,Y
1001319,Y,Y,Y,Y,
1003190,Y,Y,,Y,Y
1003189,Y,Y,,Y,Y
1005497,Y,Y,Y,Y,
1018849,Y,Y,,,Y
1000983,,,,,
1000649,,,,,
1010766,Y,,,,Y
1018903,Y,,,,
1018801,Y,Y,,Y,
1005247,,,,,
1007467,,,,,
1007445,,,,,
1011294,Y,,,,
1005540,Y,,,,Y
1003101,,,,,
1011535,Y,Y,,,Y
1004822,,,,,
1010793,Y,,,,
1003111,,,,,
1006332,,,,,
1000609,,,,,
1002146,,,,,
1002147,,,,,
1002144,,,,,
1002145,,,,,
1018635,Y,,Y,,Y
1003394,,,Y,,
1012077,Y,Y,,,Y
1008392,Y,Y,,,Y
1001182,,,,,
1002410,,Y,,Y,Y
1011979,Y,,Y,Y,Y
1004877,Y,Y,Y,Y,Y
1000516,,,,,
1003710,,Y,,Y,Y
1000511,,,,,
1009467,Y,,,,
1001438,,,,,
1007478,,,,,
1007160,,,,,
1009313,Y,,,,
1005026,Y,,,Y,
1005074,,,,,
1009953,,,,Y,
1001162,,,,,
1000625,,,,,
1018702,Y,Y,Y,Y,
1006641,Y,Y,,,Y
1018844,Y,,,,
1008453,Y,,,,Y
1012630,Y,,,,
1003106,,,,,
1006327,Y,,,,Y
1010357,,Y,,,Y
1006548,,Y,,Y,
1006131,,,,,
1006463,,,,,
1001667,Y,Y,,Y,Y
1001505,Y,Y,,,Y
1012148,Y,Y,,,Y
1007768,,,,,
1019470,Y,Y,Y,Y,Y
1011093,Y,Y,,,Y
1011095,Y,Y,,,Y
1011094,Y,Y,,,Y
1003891,Y,Y,,Y,Y
1002049,,,,,
1003536,,,,,
1005489,Y,Y,Y,Y,
1005527,Y,,,,
1007282,Y,,,,Y
1012235,Y,Y,,Y,Y
1012739,Y,Y,,Y,Y
1012738,Y,Y,,Y,Y
1019348,Y,Y,,Y,Y
1012737,Y,Y,,Y,Y
1002205,,Y,,Y,
1003848,,Y,,Y,
1006535,Y,Y,Y,Y,Y
1003309,Y,,,,
1005476,Y,,,,
1007577,,,,,
1000930,,,,,
1007471,,,,,
1004238,Y,Y,,Y,Y
1000055,Y,Y,,Y,
1011296,Y,Y,,,Y
1004705,Y,Y,Y,Y,Y
1000584,,,,,
1018460,Y,Y,,Y,Y
1005787,,,,,
1005758,Y,,,,
1007274,,,,,
1010860,Y,,,,
1000701,Y,Y,,Y,
1019227,Y,Y,,,
1005199,,,,,
1002534,,,,,
1007394,,,,,
1007491,,,,,
1002787,Y,,,,Y
1005939,Y,Y,Y,Y,Y
1007826,,,,,
1016890,Y,,,,Y
1008638,Y,,,,
1005991,Y,,,,Y
1007391,,,,,
1000298,Y,Y,Y,Y,
1007631,,,,,
1009562,Y,,,,
1010526,Y,Y,,Y,Y
1000495,,,,,
1000967,,,,,
1006957,,,,,
1002588,Y,Y,,Y,Y
1002589,Y,Y,,Y,Y
1008083,Y,Y,Y,Y,Y
1007472,,,,,
1012708,Y,Y,Y,Y,Y
1012707,Y,Y,Y,Y,Y
1012703,Y,Y,Y,Y,Y
1003929,Y,Y,Y,,
1009497,Y,,,,
1003155,Y,Y,Y,Y,Y
1001721,,,,,
1000483,,,,,
1010772,Y,,,,
1007362,,,,,
1009526,Y,,,,
1000083,Y,Y,Y,Y,Y
1012536,Y,Y,,Y,Y
1003755,Y,Y,Y,Y,Y
1000292,Y,Y,,Y,Y
1003592,Y,Y,,,
1009540,Y,,,,
1004568,,,,Y,
1001596,Y,Y,Y,Y,
1000908,,Y,Y,Y,Y
1005046,,,,,
1009192,Y,,,,
1018296,Y,,Y,Y,Y
1009916,Y,Y,Y,,Y
1012044,Y,,,,
1007262,Y,,,,
1019240,Y,Y,Y,,Y
1009914,Y,Y,,Y,Y
1007320,Y,Y,Y,Y,Y
1004833,,,,,
1010098,Y,,,,Y
1009990,,,Y,,
1009991,,,Y,,
1012049,Y,Y,,Y,Y
1003043,Y,Y,,Y,Y
1012647,Y,Y,Y,Y,Y
1019294,Y,,,Y,
1004917,Y,,,,Y
1003208,,Y,,Y,
1004468,,,,,
1000544,,,,,
1001412,Y,Y,,Y,
1004527,,,,,
1007410,,,,,
1011238,Y,Y,,,Y
1004773,Y,Y,,Y,Y
1018089,Y,,Y,,Y
1011232,Y,,,,Y
1002952,,,,,
1009432,Y,,,,
1003840,Y,Y,Y,Y,Y
1008055,Y,Y,Y,Y,Y
1001236,,,,,
1011101,Y,,,,Y
1000402,,,,,
1018216,Y,,,Y,Y
1004654,,,,,
1008008,,,,Y,
1006734,,,,Y,
1010614,Y,,,,
1005695,,,,,
1003547,Y,,,,
1010140,Y,Y,,Y,Y
1005307,,Y,,Y,Y
1003243,,,,,
1007770,,,,,
1006252,Y,,,,Y
1004266,Y,Y,,Y,
1019164,Y,Y,Y,Y,Y
1005621,Y,Y,Y,Y,Y
1006389,,Y,,Y,
1004562,,,,,
1006138,Y,Y,,Y,
1001025,Y,Y,Y,Y,Y
1002911,,,,,
1009296,Y,,,,
1011954,Y,Y,Y,Y,Y
1009550,Y,,,,
1002499,,,,,
1006213,,Y,,Y,
1003114,,,,,
1018618,Y,,,,
1007159,,,,,
1018812,Y,,Y,Y,Y
1006823,,,,,
1006836,Y,,,,Y
1019407,Y,,,,Y
1009245,Y,,,,
1004565,,,,,
1018875,Y,Y,,,Y
1012471,Y,Y,Y,Y,Y
1001928,,,,,
1006468,,Y,,,
1007439,,,,,
1007582,,,,,
1003200,,,,,
1018184,Y,Y,Y,Y,Y
1004592,Y,,,,Y
1009433,Y,,,,
1018566,Y,,Y,,Y
1018550,Y,Y,,Y,Y
1001030,,,,,
1009199,Y,,,,
1001059,Y,Y,Y,,Y
1005978,,,,,
1004704,,Y,Y,Y,Y
1012441,Y,Y,Y,,Y
1005629,Y,Y,Y,Y,Y
1000994,,,,,
1018594,Y,,,Y,
1012277,Y,,,,Y
1004865,Y,,,,Y
1002287,,,,,
1003910,,,,,
1000507,,,,,
1003619,,,,,
1007616,,,,,
1000176,Y,,,,
1002861,,,,,
1018112,Y,,,,Y
1005980,Y,,,,
1007104,,,,,
1009884,Y,,Y,Y,Y
1018455,Y,Y,,Y,
1011303,Y,,,,Y
1016896,Y,,,,Y
1001488,,,,,
1003931,,,,,
1003180,Y,Y,Y,Y,Y
1003084,,,,,
1007054,,,,,
1003739,Y,Y,Y,Y,Y
1003741,Y,Y,Y,Y,Y
1003742,Y,Y,Y,Y,Y
1003744,Y,Y,Y,Y,Y
1003746,Y,Y,Y,Y,Y
1003740,Y,Y,Y,Y,Y
1009628,Y,Y,Y,Y,Y
1003745,Y,Y,Y,Y,Y
1002897,,,,,
1007617,,,,,
1007618,,,,,
1012164,Y,,,,Y
1010744,Y,,,,Y
1003694,Y,Y,Y,Y,Y
1000036,Y,,,,
1012525,Y,,,,Y
1003324,,,,,
1010164,Y,,,,
1003325,,,,,Y
1008955,Y,Y,Y,,Y
1006665,Y,,,,Y
1012105,Y,Y,,Y,Y
1006780,Y,Y,,,
1010755,Y,,Y,Y,Y
1002002,,,,,
1002120,,Y,,Y,
1010243,Y,,,,
1004982,,,,,
1004428,,Y,Y,Y,
1001377,Y,,,,Y
1000392,Y,,,,
1002764,Y,Y,,Y,Y
1012003,Y,,,,
1018728,Y,Y,Y,Y,Y
1004512,,,,,
1006750,Y,Y,,,Y
1019231,Y,Y,Y,Y,Y
1001543,,,,,
1008530,,Y,,,
1010939,Y,Y,,Y,Y
1006291,Y,,,,
1005726,,,,,
1002639,,Y,,Y,
1012245,Y,Y,,Y,Y
1018447,Y,Y,,Y,Y
1000866,Y,,,,
1007546,,,,,
1005373,,,,,
1002168,Y,,,Y,Y
1007507,,,,,
1007508,,,,,
1003888,,,,,
1002831,,,,,
1001858,,,,,
1000611,,,,,
1007446,,,,,
1008781,Y,Y,,,Y
1008134,Y,Y,Y,,
1019008,Y,Y,Y,Y,Y
1018468,Y,,,,Y
1005379,Y,,,,Y
1011253,Y,,Y,,
1005219,Y,Y,,Y,
1001199,Y,Y,,,
1019345,Y,,,,Y
1009547,Y,,,,
1018291,Y,,,Y,Y
1010393,,,,,
1003229,,,Y,Y,Y
1004707,,,,,
1010277,Y,,,,
1001219,,,,,
1003533,,,,,
1019127,Y,Y,Y,Y,Y
1012238,Y,Y,Y,Y,Y
1012244,Y,Y,Y,Y,Y
1002210,Y,,Y,,Y
1005093,Y,,,,
1002103,,,,Y,
1009358,Y,,,,
1018560,Y,Y,,Y,Y
1004153,Y,,,,
1019488,Y,,,,
1006869,Y,Y,,Y,Y
1003749,Y,Y,,Y,Y
1012463,Y,,,,
1018829,Y,Y,,Y,Y
1010496,Y,,,,
1019223,Y,Y,Y,,Y
1000907,,,,,
1006443,,,,,
1006507,,,,,
1001215,Y,,,,
1005653,,,,,
1009061,,Y,Y,Y,Y
1004703,,,,,
1009062,Y,Y,,Y,Y
1004712,,,,,
1003280,Y,,,,
1004838,,,,,
1004175,Y,Y,Y,Y,Y
1009360,Y,,,,
1009538,Y,,,,
1000806,,,,,
1009932,Y,,,Y,Y
1007773,Y,,,Y,Y
1005174,,,,,
1018808,Y,,,,
1018106,Y,,,,
1019353,Y,,,,
1018306,Y,Y,,Y,Y
1001839,Y,,,,
1004025,,,,,
1006250,Y,Y,Y,Y,Y
1019200,Y,,,,
1008193,Y,Y,,Y,Y
1001895,Y,,,Y,
1009693,Y,Y,Y,Y,
1002027,,,,,
1000880,Y,,,,
1003804,,Y,,,
1008012,Y,,,,
1009655,Y,,,,
1002825,,,,,
1001792,,,,,
1004926,,,,Y,
1012024,Y,,,,
1007775,Y,,,,Y
1018142,Y,Y,,,Y
1012773,Y,Y,,,Y
1011906,Y,Y,,,Y
1000554,Y,Y,,,
1009615,,Y,,,
1008043,,Y,,,
1001271,Y,Y,Y,Y,Y
